#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
ECFFIKGN_01831,1122139.KB907864_gene2099,1.2100000000000001e-27,120,"COG2959@1|root,COG2959@2|Bacteria,1MY3A@1224|Proteobacteria,1RNJY@1236|Gammaproteobacteria,1XH3M@135619|Oceanospirillales",135619|Oceanospirillales,H,enzyme of heme biosynthesis,hemX,-,2.1.1.107,ko:K02496,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R03194,"RC00003,RC00871","ko00000,ko00001,ko00002,ko01000",-,-,-,HemX
ECFFIKGN_01832,396588.Tgr7_0026,1.5099999999999998e-56,197,"COG3071@1|root,COG3071@2|Bacteria,1MU7A@1224|Proteobacteria,1RMRG@1236|Gammaproteobacteria,1X0CU@135613|Chromatiales",135613|Chromatiales,H,HemY domain protein,-,-,-,ko:K02498,-,-,-,-,ko00000,-,-,-,HemY_N
ECFFIKGN_01833,396588.Tgr7_0025,9.169999999999999e-124,366,"COG0543@1|root,COG0633@1|root,COG0543@2|Bacteria,COG0633@2|Bacteria,1MV72@1224|Proteobacteria,1RPH5@1236|Gammaproteobacteria,1WXHI@135613|Chromatiales",135613|Chromatiales,C,Oxidoreductase FAD-binding domain,-,-,1.17.1.1,ko:K00523,"ko00520,map00520",-,"R03391,R03392",RC00230,"ko00000,ko00001,ko01000",-,-,-,"FAD_binding_6,Fer2,NAD_binding_1"
ECFFIKGN_01834,1123073.KB899241_gene2538,4.9699999999999996e-61,200,"COG0204@1|root,COG0204@2|Bacteria,1N2DG@1224|Proteobacteria,1S7SZ@1236|Gammaproteobacteria,1X5QD@135614|Xanthomonadales",135614|Xanthomonadales,I,acetyltransferase,plsC1,-,2.3.1.51,ko:K00655,"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",M00089,"R02241,R09381","RC00004,RC00037,RC00039","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,Acyltransferase
ECFFIKGN_01835,1300345.LF41_2144,1.77e-97,299,"COG0429@1|root,COG0429@2|Bacteria,1MWV1@1224|Proteobacteria,1RN39@1236|Gammaproteobacteria,1X3GG@135614|Xanthomonadales",135614|Xanthomonadales,S,hydrolase of the alpha beta-hydrolase fold,-,-,-,ko:K07019,-,-,-,-,ko00000,-,-,-,"Abhydrolase_1,Abhydrolase_6,Hydrolase_4"
ECFFIKGN_01837,1469613.JT55_02970,4.0299999999999994e-106,318,"COG0123@1|root,COG0123@2|Bacteria,1MU7P@1224|Proteobacteria,2TSX9@28211|Alphaproteobacteria,3FCKD@34008|Rhodovulum",28211|Alphaproteobacteria,BQ,Histone deacetylase domain,acuC,-,-,ko:K04768,-,-,-,-,ko00000,-,-,-,Hist_deacetyl
ECFFIKGN_01838,349521.HCH_00973,1.87e-64,201,"COG1522@1|root,COG1522@2|Bacteria,1MX7R@1224|Proteobacteria,1RPGA@1236|Gammaproteobacteria,1XJP7@135619|Oceanospirillales",135619|Oceanospirillales,K,AsnC family transcriptional regulator,-,-,-,ko:K03719,-,-,-,-,"ko00000,ko03000,ko03036",-,-,-,"AsnC_trans_reg,HTH_24"
ECFFIKGN_01839,1122134.KB893650_gene1733,6.54e-181,513,"COG0686@1|root,COG0686@2|Bacteria,1QTX1@1224|Proteobacteria,1T1JB@1236|Gammaproteobacteria,1XI6J@135619|Oceanospirillales",135619|Oceanospirillales,E,Belongs to the AlaDH PNT family,ald,-,1.4.1.1,ko:K00259,"ko00250,ko00430,ko01100,map00250,map00430,map01100",-,R00396,RC00008,"ko00000,ko00001,ko01000",-,-,-,"AlaDh_PNT_C,AlaDh_PNT_N"
ECFFIKGN_01840,1449049.JONW01000005_gene1028,1.1e-205,581,"COG0161@1|root,COG0161@2|Bacteria,1MU2N@1224|Proteobacteria,2TQND@28211|Alphaproteobacteria,2KG72@204458|Caulobacterales",204458|Caulobacterales,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,-,-,2.6.1.18,ko:K00822,"ko00280,ko00410,ko00640,ko01100,map00280,map00410,map00640,map01100",-,"R00907,R04187","RC00008,RC00062,RC00160","ko00000,ko00001,ko01000,ko01007",-,-,-,Aminotran_3
ECFFIKGN_01841,1187851.A33M_2819,5.079999999999999e-240,674,"COG1012@1|root,COG1012@2|Bacteria,1MUHV@1224|Proteobacteria,2TSMD@28211|Alphaproteobacteria,3FCHF@34008|Rhodovulum",28211|Alphaproteobacteria,C,Aldehyde dehydrogenase family,mmsA,-,"1.2.1.18,1.2.1.27",ko:K00140,"ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200",M00013,"R00705,R00706,R00922,R00935","RC00004,RC02723,RC02817","ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
ECFFIKGN_01843,1384054.N790_05735,6.33e-16,75.5,"2C1YJ@1|root,32ZXK@2|Bacteria,1N98H@1224|Proteobacteria,1SD8N@1236|Gammaproteobacteria,1X89W@135614|Xanthomonadales",135614|Xanthomonadales,S,Protein of unknown function (DUF2782),-,-,-,-,-,-,-,-,-,-,-,-,DUF2782
ECFFIKGN_01844,631362.Thi970DRAFT_03563,3.46e-59,189,"COG4665@1|root,COG4665@2|Bacteria,1RHBW@1224|Proteobacteria,1S5Y0@1236|Gammaproteobacteria,1WXYX@135613|Chromatiales",135613|Chromatiales,Q,"TRAP-type mannitol chloroaromatic compound transport system, small permease component",-,-,-,-,-,-,-,-,-,-,-,-,DctQ
ECFFIKGN_01845,768066.HELO_1380,3.08e-71,227,"COG0169@1|root,COG0169@2|Bacteria,1MVH4@1224|Proteobacteria,1RPB7@1236|Gammaproteobacteria,1XHB7@135619|Oceanospirillales",135619|Oceanospirillales,E,"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)",aroE,-,1.1.1.25,ko:K00014,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R02413,RC00206,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Shikimate_DH,Shikimate_dh_N"
ECFFIKGN_01846,1123400.KB904750_gene689,1.4799999999999999e-179,506,"COG0113@1|root,COG0113@2|Bacteria,1MWMW@1224|Proteobacteria,1RP6Q@1236|Gammaproteobacteria,45ZPX@72273|Thiotrichales",72273|Thiotrichales,H,Belongs to the ALAD family,-,-,4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ALAD
ECFFIKGN_01847,118797.XP_007465625.1,3.41e-78,240,"COG0218@1|root,KOG2486@2759|Eukaryota,39RAE@33154|Opisthokonta,3BE7X@33208|Metazoa,3CU92@33213|Bilateria",33208|Metazoa,D,GTP binding,-,-,-,-,-,-,-,-,-,-,-,-,MMR_HSR1
ECFFIKGN_01848,1384056.N787_06815,1.32e-63,204,"COG2863@1|root,COG2863@2|Bacteria,1N2NB@1224|Proteobacteria,1RZFP@1236|Gammaproteobacteria,1X4PC@135614|Xanthomonadales",135614|Xanthomonadales,C,cytochrome,-,-,-,-,-,-,-,-,-,-,-,-,Cytochrom_C
ECFFIKGN_01849,1122201.AUAZ01000016_gene51,7.579999999999999e-47,161,"COG1651@1|root,COG1651@2|Bacteria,1RGWH@1224|Proteobacteria,1S5WA@1236|Gammaproteobacteria,466ZK@72275|Alteromonadaceae",1236|Gammaproteobacteria,O,COG0526 Thiol-disulfide isomerase and thioredoxins,dsbA,"GO:0005575,GO:0005623,GO:0042597,GO:0044464",-,ko:K03673,"ko01503,map01503",M00728,-,-,"ko00000,ko00001,ko00002,ko03110",-,-,-,"DSBA,Thioredoxin_4"
ECFFIKGN_01850,269799.Gmet_1097,7.01e-60,197,"COG0730@1|root,COG0730@2|Bacteria,1R3V4@1224|Proteobacteria,42NFH@68525|delta/epsilon subdivisions,2WITT@28221|Deltaproteobacteria,43U4S@69541|Desulfuromonadales",28221|Deltaproteobacteria,S,Sulfite exporter TauE/SafE,-,-,-,ko:K07090,-,-,-,-,ko00000,-,-,-,TauE
ECFFIKGN_01851,713586.KB900536_gene1783,4.09e-120,381,"COG0741@1|root,COG0741@2|Bacteria,1MV3F@1224|Proteobacteria,1RMS8@1236|Gammaproteobacteria,1WX5E@135613|Chromatiales",135613|Chromatiales,M,PFAM Lytic,-,-,-,ko:K08309,-,-,-,-,"ko00000,ko01000,ko01011",-,GH23,-,"SLT,SLT_L"
ECFFIKGN_01852,396588.Tgr7_0332,2.64e-98,299,"COG0702@1|root,COG0702@2|Bacteria,1MW54@1224|Proteobacteria,1RNS7@1236|Gammaproteobacteria,1WXE7@135613|Chromatiales",135613|Chromatiales,GM,NAD-dependent epimerase dehydratase,-,-,"1.6.5.3,1.6.99.3","ko:K00329,ko:K00356","ko00190,map00190",-,R11945,RC00061,"ko00000,ko00001,ko01000",-,-,-,"Epimerase,NAD_binding_10"
ECFFIKGN_01853,314278.NB231_09378,1.2799999999999998e-159,463,"COG0617@1|root,COG0617@2|Bacteria,1MU2X@1224|Proteobacteria,1RPFJ@1236|Gammaproteobacteria,1WWKR@135613|Chromatiales",135613|Chromatiales,J,"Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases",cca,-,2.7.7.72,ko:K00974,"ko03013,map03013",-,"R09382,R09383,R09384,R09386",RC00078,"ko00000,ko00001,ko01000,ko03016",-,-,-,"HD,PolyA_pol,PolyA_pol_RNAbd"
ECFFIKGN_01854,1123377.AUIV01000003_gene1785,1.01e-10,62.8,"COG5652@1|root,COG5652@2|Bacteria,1NGE7@1224|Proteobacteria,1SGEP@1236|Gammaproteobacteria,1X7I7@135614|Xanthomonadales",135614|Xanthomonadales,S,PFAM VanZ,-,-,-,-,-,-,-,-,-,-,-,-,VanZ
ECFFIKGN_01856,1121013.P873_13285,2.0100000000000002e-29,114,"COG0835@1|root,COG0835@2|Bacteria,1RCIR@1224|Proteobacteria,1S61F@1236|Gammaproteobacteria,1X5IW@135614|Xanthomonadales",135614|Xanthomonadales,NT,chemotaxis signal transduction protein,pilI,-,-,ko:K02659,"ko02020,ko02025,map02020,map02025",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,CheW
ECFFIKGN_01857,1121921.KB898716_gene6,2.07e-53,171,"COG0745@1|root,COG0745@2|Bacteria,1RDYB@1224|Proteobacteria,1S4CZ@1236|Gammaproteobacteria,2PNCI@256005|Alteromonadales genera incertae sedis",1236|Gammaproteobacteria,KT,Response regulator receiver domain,pilG,-,-,"ko:K02657,ko:K03413","ko02020,ko02025,ko02030,map02020,map02025,map02030","M00506,M00507",-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,Response_reg
ECFFIKGN_01858,1442599.JAAN01000033_gene1669,1.37e-139,405,"COG0189@1|root,COG0189@2|Bacteria,1MVUA@1224|Proteobacteria,1RMU0@1236|Gammaproteobacteria,1X3UD@135614|Xanthomonadales",135614|Xanthomonadales,H,Belongs to the prokaryotic GSH synthase family,gshB,"GO:0003674,GO:0003824,GO:0004363,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042398,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901564,GO:1901566,GO:1901576",6.3.2.3,ko:K01920,"ko00270,ko00480,ko01100,map00270,map00480,map01100",M00118,"R00497,R10994","RC00096,RC00141","ko00000,ko00001,ko00002,ko01000",-,-,-,"GSH-S_ATP,GSH-S_N"
ECFFIKGN_01859,1384054.N790_07690,1.8200000000000002e-59,198,"COG0810@1|root,COG0810@2|Bacteria,1R330@1224|Proteobacteria,1RQAX@1236|Gammaproteobacteria,1XCS6@135614|Xanthomonadales",135614|Xanthomonadales,M,Periplasmic protein TonB links inner and outer membranes,-,-,-,ko:K03832,-,-,-,-,"ko00000,ko02000",2.C.1.1,-,-,TonB_C
ECFFIKGN_01860,743836.AYNA01000081_gene3105,1.88e-13,70.1,"COG2304@1|root,COG2304@2|Bacteria,1MUTS@1224|Proteobacteria,2TSQU@28211|Alphaproteobacteria,36ZIN@31993|Methylocystaceae",28211|Alphaproteobacteria,S,von Willebrand factor type A domain,-,-,-,ko:K07114,-,-,-,-,"ko00000,ko02000","1.A.13.2.2,1.A.13.2.3",-,-,"DUF3520,VWA,vWF_A"
ECFFIKGN_01861,382464.ABSI01000005_gene1395,5.55e-220,639,"COG1554@1|root,COG1554@2|Bacteria,46U1D@74201|Verrucomicrobia,2IVGE@203494|Verrucomicrobiae",203494|Verrucomicrobiae,G,"hydrolase, family 65, central catalytic",-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01862,382464.ABSI01000005_gene1396,7.43e-269,766,"COG1501@1|root,COG1501@2|Bacteria",2|Bacteria,G,Belongs to the glycosyl hydrolase 31 family,yihQ,"GO:0003674,GO:0003824,GO:0006066,GO:0006082,GO:0006790,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016054,GO:0016787,GO:0016798,GO:0019637,GO:0034308,GO:0042180,GO:0044237,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0061720,GO:0071704,GO:1901135,GO:1901136,GO:1901575,GO:1901615,GO:1902776,GO:1902777,GO:1990929","3.2.1.177,3.2.1.199","ko:K01811,ko:K15922",-,-,"R00802,R11543","RC00028,RC00059,RC00077,RC00451","ko00000,ko01000",-,GH31,-,"Gal_mutarotas_2,Glyco_hydro_31"
ECFFIKGN_01863,1173026.Glo7428_4144,1.9399999999999997e-124,377,"COG2610@1|root,COG2610@2|Bacteria,1G4MG@1117|Cyanobacteria",2|Bacteria,EG,COGs COG2610 H gluconate symporter and related permease,-,-,-,ko:K03299,-,-,-,-,"ko00000,ko02000",2.A.8,-,-,GntP_permease
ECFFIKGN_01864,1117647.M5M_15080,9.76e-154,452,"COG1502@1|root,COG1502@2|Bacteria,1MWUW@1224|Proteobacteria,1RPQG@1236|Gammaproteobacteria,1J4NK@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,I,Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol,cls,-,-,ko:K06131,"ko00564,ko01100,map00564,map01100",-,R07390,RC00017,"ko00000,ko00001,ko01000",-,-,-,"PLDc_2,PLDc_N"
ECFFIKGN_01865,187272.Mlg_2849,6.82e-80,249,"COG3568@1|root,COG3568@2|Bacteria,1RBWV@1224|Proteobacteria,1S296@1236|Gammaproteobacteria,1X2D7@135613|Chromatiales",135613|Chromatiales,L,Endonuclease Exonuclease phosphatase,-,-,-,-,-,-,-,-,-,-,-,-,Exo_endo_phos
ECFFIKGN_01867,319224.Sputcn32_2662,3.58e-7,55.1,"2BWJ7@1|root,335DW@2|Bacteria,1NAME@1224|Proteobacteria,1STMY@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01869,498211.CJA_1367,6.52e-65,212,"COG1215@1|root,COG1215@2|Bacteria,1R6YR@1224|Proteobacteria,1RRS4@1236|Gammaproteobacteria,1FGRN@10|Cellvibrio",1236|Gammaproteobacteria,M,Glycosyltransferase like family 2,gt2F,-,-,-,-,-,-,-,-,-,-,-,"Glyco_transf_7C,Glycos_transf_2"
ECFFIKGN_01870,1437824.BN940_06741,1.3e-14,73.2,"COG0022@1|root,COG1071@1|root,COG0022@2|Bacteria,COG1071@2|Bacteria,1MU5R@1224|Proteobacteria,2VZ57@28216|Betaproteobacteria,3T8K9@506|Alcaligenaceae",28216|Betaproteobacteria,C,"Transketolase, pyrimidine binding domain",-,-,1.2.4.4,ko:K11381,"ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130",M00036,"R07599,R07600,R07601,R07602,R07603,R07604,R10996,R10997","RC00027,RC00627,RC02743,RC02883,RC02949,RC02953","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"E1_dh,Transket_pyr,Transketolase_C"
ECFFIKGN_01871,935567.JAES01000002_gene619,1.04e-64,204,"COG0563@1|root,COG0563@2|Bacteria,1MXCZ@1224|Proteobacteria,1RMT6@1236|Gammaproteobacteria,1X668@135614|Xanthomonadales",135614|Xanthomonadales,F,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism,adk,-,2.7.4.3,ko:K00939,"ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130",M00049,"R00127,R01547,R11319",RC00002,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ADK
ECFFIKGN_01872,349521.HCH_05798,6.58e-220,616,"COG0205@1|root,COG0205@2|Bacteria,1MVN3@1224|Proteobacteria,1RMVY@1236|Gammaproteobacteria,1XIN3@135619|Oceanospirillales",135619|Oceanospirillales,G,"Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions",pfp,-,"2.7.1.11,2.7.1.90",ko:K21071,"ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130",-,"R00756,R00764,R02073,R03236,R04779","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PFK
ECFFIKGN_01873,283942.IL1029,1.47e-163,483,"COG2234@1|root,COG2234@2|Bacteria,1MUZ7@1224|Proteobacteria,1RS0Q@1236|Gammaproteobacteria,2QF7N@267893|Idiomarinaceae",1236|Gammaproteobacteria,S,Peptidase family M28,-,-,-,-,-,-,-,-,-,-,-,-,"PA,Peptidase_M28"
ECFFIKGN_01874,745411.B3C1_14415,1.48e-27,103,"COG1324@1|root,COG1324@2|Bacteria,1N6TN@1224|Proteobacteria,1SCFM@1236|Gammaproteobacteria,1J766@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,P,involved in tolerance to divalent cations,cutA,"GO:0003674,GO:0005488,GO:0005507,GO:0008150,GO:0009987,GO:0010035,GO:0010038,GO:0016043,GO:0022607,GO:0042221,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0046688,GO:0046872,GO:0046914,GO:0050896,GO:0051259,GO:0051260,GO:0065003,GO:0071840",-,ko:K03926,-,-,-,-,ko00000,-,-,-,CutA1
ECFFIKGN_01877,631362.Thi970DRAFT_02858,3.3899999999999996e-104,315,"COG0463@1|root,COG0463@2|Bacteria,1MWA0@1224|Proteobacteria,1SJ43@1236|Gammaproteobacteria,1X1ZN@135613|Chromatiales",135613|Chromatiales,M,Glycosyl transferase family 2,-,-,-,-,-,-,-,-,-,-,-,-,Glyco_tranf_2_4
ECFFIKGN_01879,1149133.ppKF707_5174,8.409999999999998e-231,658,"COG1960@1|root,COG1960@2|Bacteria,1MU20@1224|Proteobacteria,1RNV1@1236|Gammaproteobacteria,1YCUI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,I,Acyl-CoA dehydrogenase N terminal,-,-,-,-,-,-,-,-,-,-,-,-,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N"
ECFFIKGN_01880,1449049.JONW01000013_gene4683,9.859999999999998e-227,644,"COG2272@1|root,COG2272@2|Bacteria,1MVQZ@1224|Proteobacteria,2TUA9@28211|Alphaproteobacteria,2KG07@204458|Caulobacterales",204458|Caulobacterales,I,Belongs to the type-B carboxylesterase lipase family,-,-,-,ko:K03929,-,-,-,-,"ko00000,ko01000",-,CE10,-,COesterase
ECFFIKGN_01881,1280953.HOC_17140,2.38e-127,365,"COG1309@1|root,COG1309@2|Bacteria,1R6X5@1224|Proteobacteria,2U7EK@28211|Alphaproteobacteria,43XKJ@69657|Hyphomonadaceae",28211|Alphaproteobacteria,K,COG1309 Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
ECFFIKGN_01882,1112214.AHIS01000056_gene2906,2.4399999999999998e-244,687,"COG0318@1|root,COG0318@2|Bacteria,1MUMC@1224|Proteobacteria,2TR96@28211|Alphaproteobacteria,2K0TE@204457|Sphingomonadales",204457|Sphingomonadales,IQ,COG0318 Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II,-,-,6.2.1.44,ko:K20034,"ko00920,map00920",-,R10820,"RC00004,RC00014","ko00000,ko00001,ko01000",-,-,-,"AMP-binding,AMP-binding_C"
ECFFIKGN_01883,1123377.AUIV01000011_gene2018,7.209999999999999e-133,385,"COG1028@1|root,COG1028@2|Bacteria,1MXNQ@1224|Proteobacteria,1RRVQ@1236|Gammaproteobacteria,1X4R1@135614|Xanthomonadales",135614|Xanthomonadales,IQ,KR domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
ECFFIKGN_01884,754476.Q7A_2522,6.26e-147,441,"COG1080@1|root,COG1080@2|Bacteria,1MUT8@1224|Proteobacteria,1RN6R@1236|Gammaproteobacteria,460EP@72273|Thiotrichales",72273|Thiotrichales,G,General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr),-,-,2.7.3.9,ko:K08483,"ko02060,map02060",-,-,-,"ko00000,ko00001,ko01000,ko02000",8.A.7,-,-,"PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C"
ECFFIKGN_01885,1123400.KB904747_gene512,1.43e-35,126,"COG1765@1|root,COG1765@2|Bacteria,1RCZW@1224|Proteobacteria,1S3XF@1236|Gammaproteobacteria,460SJ@72273|Thiotrichales",72273|Thiotrichales,O,PFAM OsmC-like protein,-,-,-,ko:K07397,-,-,-,-,ko00000,-,-,-,OsmC
ECFFIKGN_01886,235985.BBPN01000015_gene5171,7.04e-16,79.3,"COG0640@1|root,COG0640@2|Bacteria,2GUG4@201174|Actinobacteria,2NIN4@228398|Streptacidiphilus",201174|Actinobacteria,K,"helix_turn_helix, Arsenical Resistance Operon Repressor",-,-,-,-,-,-,-,-,-,-,-,-,HTH_20
ECFFIKGN_01887,1300345.LF41_1785,4.64e-26,108,"COG1266@1|root,COG1266@2|Bacteria,1R5RA@1224|Proteobacteria,1S0ZC@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,CAAX protease self-immunity,-,-,-,-,-,-,-,-,-,-,-,-,Abi
ECFFIKGN_01889,1123073.KB899244_gene285,7.99e-38,127,"COG0236@1|root,COG0236@2|Bacteria,1MZ4P@1224|Proteobacteria,1S8X4@1236|Gammaproteobacteria,1X7EF@135614|Xanthomonadales",135614|Xanthomonadales,IQ,Carrier of the growing fatty acid chain in fatty acid biosynthesis,acpP,"GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509",-,ko:K02078,-,-,-,-,"ko00000,ko00001",-,-,-,PP-binding
ECFFIKGN_01890,1123253.AUBD01000006_gene839,1.8399999999999997e-110,325,"COG1028@1|root,COG1028@2|Bacteria,1MU6X@1224|Proteobacteria,1RMBB@1236|Gammaproteobacteria,1X475@135614|Xanthomonadales",135614|Xanthomonadales,IQ,Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis,fabG,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2
ECFFIKGN_01891,2340.JV46_14780,3.05e-123,362,"COG0331@1|root,COG0331@2|Bacteria,1MV6N@1224|Proteobacteria,1RNH3@1236|Gammaproteobacteria,1J5AJ@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,I,COG0331 (acyl-carrier-protein) S-malonyltransferase,fabD,"GO:0003674,GO:0003824,GO:0004312,GO:0004314,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016417,GO:0016419,GO:0016420,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576",2.3.1.39,ko:K00645,"ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212",M00082,"R01626,R11671","RC00004,RC00039,RC02727","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,"iEcE24377_1341.EcE24377A_1213,iJN746.PP_1913,iPC815.YPO1598",Acyl_transf_1
